"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"OBS-S5-001","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-001","benchmark-result","1997","NonStop VLDB backup rate (4 backup vendors)","400–750 GB/hour","high","benchmark","p.7","All four backup software vendors plus SAP R/3 reported backup results in 400-750 GB/hour range."
"OBS-S5-002","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-001","benchmark-result","1997","CPU utilization during 400 GB/hour backup","3-16% in tests","high","benchmark","p.7","Low CPU utilization confirmed minimal production impact during backup operations."
"OBS-S5-003","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-001","benchmark-result","1997","Maximum estimated NonStop VLDB throughput","1.5 TB/hour (with 1-2 additional TLIOP channels)","medium","vendor-claim","p.7","Estimated 1.5 TB/hour achievable by adding 1-2 TLIOP channels and additional tape drives."
"OBS-S5-004","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","","","market-data","1997","Typical contemporary backup rate","~10 GB/hour","high","analyst-assessment","p.1","Industry standard backup rate of ~10 GB/hour in 1997; NonStop VLDB represents 40-75x improvement."
"OBS-S5-005","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","","","market-data","1997","Practical database size limit at 10 GB/hour","40-200 GB (depending on update frequency)","high","analyst-assessment","p.2","At 10 GB/hour, databases over 40-200 GB faced backup windows exceeding available downtime."
"OBS-S5-006","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-002","market-data","1997","NonStop VLDB benchmark hardware configuration","AlphaServer 8400; 8 CPUs; 8 GB RAM; TLIOP with 4 PCI buses; 30 SCSI controllers; 16 tape drives","high","vendor-claim","p.7","Benchmark hardware configuration documented in detail."
"OBS-S5-007","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-001","technology-assessment","1997","NonStop VLDB RDBMS compatibility","Oracle, Informix, Sybase, Microsoft SQL Server, SAP R/3","high","analyst-assessment","p.7","NonStop VLDB compatible with major RDBMS and enterprise applications including SAP."
"OBS-S5-008","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","ENT-S5-001","TECH-S5-001","technology-assessment","1997","NonStop VLDB operating system options","High-end Unix or cost-effective Windows NT","high","vendor-claim","p.7","Solution supported both Unix and NT OS options."
"OBS-S5-009","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","","TECH-S5-004","technology-assessment","1997","Prior state of backup/restore technology","Parallelized online backup reduced but did not eliminate bottleneck","high","analyst-assessment","p.1","Aberdeen documented the 10-year-prior advance (parallelized online backup) and its limitations."
"OBS-S5-010","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca","","","technology-assessment","1997","Largest databases in existence","Less than 10 terabytes (data warehouses with few updates)","high","analyst-assessment","p.5","Aberdeen noted even the largest 1997 databases were under 10 TB."
