entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes,name,type,role,status_at_study,current_status,status_note,hq_location,url_at_study,role_in_study,status_at_pub,status_current,status_notes,source_url,hq_country,entity_status,founded_year,as_of_study_date,successor_entity,parent_entity,description,status_detail,status_source_url,acquisition_year,acquired_by
enc-01,Encore Computer Corporation,company,computer-hardware,dissolved,"Encore Real-Time Computing (Gores Technology Group, 1998); liquidated 1999",1983-1999,1988-encore-oltp-market-tps-needs-deee45,"Founded 1983 by Kenneth Fisher, Gordon Bell, Henry Burkhardt III. Liquidated Jan 1999 after selling storage business to Sun Microsystems ($185M, 1997).",,,,,,,,,,,,,,,,,,,,,,,,
enc-02,Aberdeen Group,consulting-firm,IT-research-consulting,dissolved,"Aberdeen Group acquired by Harte-Hanks (2001), then by Aberdeen Publishing (various owners)",1988-2001,1988-encore-oltp-market-tps-needs-deee45,"Boston-based IT consulting and research firm; principals include Kastner, Casale, Logan, Willmott.",,,,,,,,,,,,,,,,,,,,,,,,
enc-03,IBM,company,computer-hardware-software,active,,1911-present,1988-encore-oltp-market-tps-needs-deee45,IBM 3090 mainframe was the dominant OLTP platform in 1988 at high-end; Series 3090-180J cited at ~40 TPS.,,,,,,,,,,,,,,,,,,,,,,,,
enc-04,Hewlett-Packard,company,computer-hardware,active,Split into HP Inc and Hewlett Packard Enterprise (2015),1939-present,1988-encore-oltp-market-tps-needs-deee45,Cited as major competitor in shop floor control and manufacturing OLTP.,,,,,,,,,,,,,,,,,,,,,,,,
enc-05,Digital Equipment Corporation,company,computer-hardware,dissolved,Acquired by Compaq 1998; Compaq acquired by HP 2002,1957-1998,1988-encore-oltp-market-tps-needs-deee45,Major competitor in manufacturing and distributed OLTP.,,,,,,,,,,,,,,,,,,,,,,,,
enc-06,American Airlines (SABRE),company,transportation-IT,active,SABRE spun off as independent company 1996,1960-present,1988-encore-oltp-market-tps-needs-deee45,"SABRE reservation system: 200 TPS/IBM 3090-200, peak 2000 TPS.",,,,,,,,,,,,,,,,,,,,,,,,
enc-07,VISA / MasterCard,company,financial-services,active,,1958-present,1988-encore-oltp-market-tps-needs-deee45,Credit authorization systems cited at volumes to 200 TPS.,,,,,,,,,,,,,,,,,,,,,,,,
enc-08,Dow Jones / Reuters / Telerate,company,information-services,active,Telerate acquired by Reuters 1993; Reuters merged with Thomson 2008,varies,1988-encore-oltp-market-tps-needs-deee45,"Information providers requiring up to 150 TPS with 10,000 online users.",,,,,,,,,,,,,,,,,,,,,,,,
enc-09,Thinking Machines Corporation,company,computer-hardware,dissolved,Assets acquired by Sun Microsystems 1994; formally dissolved 1999,1983-1994,1988-encore-oltp-market-tps-needs-deee45,Massively parallel system installed at Dow Jones for full-text retrieval.,,,,,,,,,,,,,,,,,,,,,,,,
enc-10,Sears/IBM Prodigy,joint-venture,home-services-online,dissolved,Prodigy Services Company; service discontinued 2001,1984-2001,1988-encore-oltp-market-tps-needs-deee45,Videotext service projected 100 TPS within three years from 1988.,,,,,,,,,,,,,,,,,,,,,,,,
enc-11,Federal Aviation Administration,government-agency,government,active,,1958-present,1988-encore-oltp-market-tps-needs-deee45,Cited as modernizing flight plan records and radar weather databases.,,,,,,,,,,,,,,,,,,,,,,,,
enc-12,Social Security Administration,government-agency,government,active,,1935-present,1988-encore-oltp-market-tps-needs-deee45,"Aggregate OLTP volumes estimated at 100 TPS over 10,000 terminals.",,,,,,,,,,,,,,,,,,,,,,,,
e89-01,Stanley-Vidmar,company,industrial-manufacturing,active,"Now Vidmar, division of Stanley Black & Decker",1966-present,1989-vidmar-as400-hp3000-and-metadata-a32d04,"Allentown, PA manufacturer of heavy-duty storage cabinets; HP 3000 Models 48 and 70 installed in 1989.",,,,,,,,,,,,,,,,,,,,,,,,
e89-02,Aberdeen Group,consulting-firm,IT-research-consulting,dissolved,Acquired by Harte-Hanks 2001,1988-2001,1989-vidmar-as400-hp3000-and-metadata-a32d04,"Boston-based IT research and consulting firm; principals: Casale, Kastner, Logan, Willmott.",,,,,,,,,,,,,,,,,,,,,,,,
e89-03,IBM,company,computer-hardware-software,active,,1911-present,1989-vidmar-as400-hp3000-and-metadata-a32d04,AS/400 launched June 1988; RAMP-C benchmark used to compare with HP.,,,,,,,,,,,,,,,,,,,,,,,,
e89-04,Hewlett-Packard,company,computer-hardware,active,Split into HP Inc and Hewlett Packard Enterprise 2015,1939-present,1989-vidmar-as400-hp3000-and-metadata-a32d04,HP 3000 with MPE/XL operating system; HPPA Precision Architecture recommended.,,,,,,,,,,,,,,,,,,,,,,,,
e89-05,Arthur Andersen & Co.,company,professional-services,dissolved,Dissolved 2002 following Enron audit scandal; Accenture spun off 2001,1913-2002,1989-vidmar-as400-hp3000-and-metadata-a32d04,Audited IBM RAMP-C benchmark; partner Richard Stuckey publicly praised HP TurboImage performance.,,,,,,,,,,,,,,,,,,,,,,,,
e89-06,Gartner Group,consulting-firm,IT-research-consulting,active,,1979-present,1989-vidmar-as400-hp3000-and-metadata-a32d04,Compared unfavorably to Aberdeen in report; characterized as subscription research vs. Aberdeen's custom consulting.,,,,,,,,,,,,,,,,,,,,,,,,
