"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"otellini-preview-how-it-changed-2013-604cfb-OBS-001","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","market-data","2004","revenue","$34.2B, up 13.5% from 2003","verified","DR","p.1","Higher than prev $33.7B 2000 Internet bubble peak"
"otellini-preview-how-it-changed-2013-604cfb-OBS-002","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","market-position","2004","fortune-46","#46 on Fortune 100","verified","DR","p.1",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-003","otellini-preview-how-it-changed-2013-604cfb","amd","","market-data","2004","amd-retail-share","AMD over 52% US retail share","high","DR","p.1","Kastner: Otellini received this report two weeks before taking CEO corner office"
"otellini-preview-how-it-changed-2013-604cfb-OBS-004","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","framework-concept","2013","right-hand-turn","'Right-hand turn gets you out of the path that's not working without reversing course' — Intel insider jargon","high","EO","p.1",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-005","otellini-preview-how-it-changed-2013-604cfb","intel-corp","intel-core","market-event","2006","core-2-duo-launch","Multi-core PC born 2006 in Core 2 Duo","verified","DR","p.1",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-006","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","market-data","2004","process-node","90nm","verified","DR","p.2",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-007","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","market-data","2014","process-node","14nm 'improvement of five processing nodes'","high","DR","p.2",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-008","otellini-preview-how-it-changed-2013-604cfb","intel-corp","intel-tick-tock","ibm-strategy","2007","tick-tock-model","Odd years = new architecture; even years = new smaller process","verified","DR","p.2",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-009","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","ibm-strategy","2007","performance-per-watt","10X more power-efficient processors","high","DR","p.2",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-010","otellini-preview-how-it-changed-2013-604cfb","intel-corp","intel-haswell","market-event","2013","haswell-maturity","Power-efficiency initiative matures with 4th-gen Core (Haswell)","high","DR","p.2",""
"otellini-preview-how-it-changed-2013-604cfb-OBS-011","otellini-preview-how-it-changed-2013-604cfb","intel-corp","","market-data","2013","desktop-wane","Desktop drove industry for 25 years until notebooks and [phones]","high","DR","p.2","Truncated in source"
"otellini-preview-how-it-changed-2013-604cfb-OBS-012","otellini-preview-how-it-changed-2013-604cfb","paul-otellini","","personal-attribute","2013","career-length","40-year Intel career","verified","DR","p.1",""
