"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-kastner","Peter Kastner","person","IT Market Research","active","[none]","1988-present","top-iseries-isvs-2002-2e8695","Compiler"
"aberdeen-group","Aberdeen Group","firm","IT market analysis","acquired","Aberdeen/Harte-Hanks","1988-present","top-iseries-isvs-2002-2e8695",""
"ibm","IBM","company","Enterprise IT","active","","1911-present","top-iseries-isvs-2002-2e8695",""
"alltel-info-services","Alltel Information Services, Inc.","company","Banking Software","[DEFERRED]","[DEFERRED]","1990s-2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; Maitland FL; Horizon Banking System"
"dwl-inc","DWL Incorporated","company","CRM Software","[DEFERRED]","[DEFERRED]","1990s-2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; Toronto; DWL Customer / Unifi"
"ebusiness-exchange","e-Business Exchange Pte. Ltd.","company","B2B Software","[DEFERRED]","[DEFERRED]","2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; Malaysia"
"e3-corp","E3 Corporation","company","Retail/Supply Chain Software","[DEFERRED]","[DEFERRED]","1990s-2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; Marietta GA; E3 Marketplace, E3CRISP, E3SLIM, E3TRIM"
"efa-software","EFA Software Services Ltd","company","Trading Systems","[DEFERRED]","[DEFERRED]","1990s-2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; Calgary; Equator clearance/settlement"
"geac-enterprise","Geac Enterprise Solutions","company","Enterprise Software","[DEFERRED]","[DEFERRED]","1970s-2000s","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner; UK; System21 product line"
"hyperion-solutions","Hyperion Solutions Corporation","company","Business Intelligence","acquired","Oracle (2007)","1983-2007","top-iseries-isvs-2002-2e8695","IBM Developer Business Partner"
