"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of a strategic approach or positioning."
"viability-prediction","observation_type","Viability Prediction","Analyst prediction about future viability or success."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome of a prediction or situation."
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology capability, quality, or status."
"benchmark-result","observation_type","Benchmark Result","Performance benchmark measurement."
"framework-factor","observation_type","Framework Factor","Factor within an analytical framework or model."
"market-data","observation_type","Market Data","Quantitative or qualitative market information."
"expert-opinion","observation_type","Expert Opinion","Analyst or expert judgment without formal data backing."
"OLAP","technology-category","Online Analytical Processing","Multi-dimensional analytical database operations: drill-down, roll-up, slicing."
"data-mart","technology-category","Data Mart","Departmental subset of an enterprise data warehouse, typically 10-100GB in the 1990s."
"SCD","data-warehousing","Slowly Changing Dimensions","Technique for tracking historical changes to dimension data in warehouses."
"product-profile","study-type","Product Profile","Aberdeen vendor/product evaluation report."
