"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of a strategic approach or positioning."
"viability-prediction","observation_type","Viability Prediction","Analyst prediction about future viability or success."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome of a prediction or situation."
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology capability, quality, or status."
"benchmark-result","observation_type","Benchmark Result","Performance benchmark measurement."
"framework-factor","observation_type","Framework Factor","Factor within an analytical framework or model."
"market-data","observation_type","Market Data","Quantitative or qualitative market information."
"expert-opinion","observation_type","Expert Opinion","Analyst or expert judgment without formal data backing."
"OLTP","technology-category","Online Transaction Processing","High-volume real-time database transaction workloads."
"SMP","technology-category","Symmetric Multiprocessing","Multi-processor architecture with shared memory."
"DSS","technology-category","Decision Support System","Large-scale analytical/reporting database workloads."
